"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","colour","quality"
"3750",5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,0,1
"3751",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,1,1
"3752",7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,1,0
"3753",7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,0,1
"3754",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0,0
"3755",6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,0,1
"3756",6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,1,1
"3757",7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,0,1
"3758",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,1
"3759",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,0,0
"3760",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,0,1
"3761",6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,0,0
"3762",7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,0,0
"3763",9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,0,1
"3764",7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,0,1
"3765",6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,0,0
"3766",6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,0,1
"3767",7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,0,1
"3768",9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,1,0
"3769",8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,0,1
"3770",6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,0,0
"3771",7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,0,0
"3772",6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,0,1
"3773",7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,0,0
"3774",5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,0,1
"3775",6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,0,0
"3776",6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,0,1
"3777",6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,0,0
"3778",8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,0,1
"3779",6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,0,1
"3780",7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,0,1
"3781",6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,0,0
"3782",6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,0,1
"3783",7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,1,1
"3784",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,0,1
"3785",5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,0,1
"3786",5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,0,1
"3787",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,1
"3788",8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,0,1
"3789",6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,0,1
"3790",8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,0,0
"3791",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,1,0
"3792",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,0,1
"3793",6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,0,0
"3794",9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,0,0
"3795",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0,0
"3796",7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,0,0
"3797",6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,0,1
"3798",5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,0,1
"3799",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0,0
"3800",12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,1,1
"3801",7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,0,1
"3802",5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,0,1
"3803",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,0,1
"3804",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,0,1
"3805",6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,0,0
"3806",8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,0,1
"3807",11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,1,1
"3808",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,1,0
"3809",6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,0,1
"3810",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0,0
"3811",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,1,1
"3812",6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,1,1
"3813",11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,1,1
"3814",6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,0,0
"3815",6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,0,0
"3816",6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,0,1
"3817",8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,1,1
"3818",6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,0,1
"3819",8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,0,1
"3820",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,1
"3821",7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,0,1
"3822",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1,1
"3823",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,1,1
"3824",6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,0,1
"3825",15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,1,1
"3826",8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,0,1
"3827",9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,1,1
"3828",5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,0,1
"3829",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1,1
"3830",8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,0,1
"3831",5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,0,1
"3832",7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,0,1
"3833",6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,0,1
"3834",6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,0,1
"3835",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1
"3836",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,0,1
"3837",10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,1,1
"3838",6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,0,1
"3839",3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,0,1
"3840",6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,0,1
"3841",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,1,1
"3842",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,0,1
"3843",7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,0,1
"3844",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,0,0
"3845",5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,0,1
"3846",7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,1,0
"3847",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,0
"3848",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,0,1
"3849",6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,0,1
"3850",6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,0,1
"3851",6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,1,0
"3852",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,1,0
"3853",7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,0,1
"3854",6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,0,1
"3855",7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,1,1
"3856",6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,0,0
"3857",7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0,0
"3858",6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,1,1
"3859",6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,0,0
"3860",6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,0,1
"3861",6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,1,1
"3862",6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,0,1
"3863",6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,0,0
"3864",7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,1,0
"3865",6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,0,0
"3866",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1,0
"3867",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,0,1
"3868",7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,0,0
"3869",6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,0,1
"3870",6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,0,1
"3871",7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,0,0
"3872",6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,0,0
"3873",6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,0,1
"3874",5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,0,1
"3875",6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,0,0
"3876",5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,0,1
"3877",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,0,1
"3878",7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,0,0
"3879",5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,0,0
"3880",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,0,1
"3881",7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,0,1
"3882",4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,0,1
"3883",8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,1,1
"3884",7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,0,1
"3885",6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,1,1
"3886",6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,0,0
"3887",6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,0,1
"3888",7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,0,0
"3889",6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,0,0
"3890",6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,0,1
"3891",8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,1,0
"3892",6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,0,1
"3893",6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,0,1
"3894",7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,0,1
"3895",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0,1
"3896",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0,0
"3897",6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,0,0
"3898",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,0,1
"3899",6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,0,1
"3900",7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,0,1
"3901",12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,1,1
"3902",7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,0,1
"3903",7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,1,1
"3904",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,0,1
"3905",7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,1,1
"3906",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,1,0
"3907",7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,0,1
"3908",4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,0,1
"3909",7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,0,1
"3910",7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,1,1
"3911",8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,0,0
"3912",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0,0
"3913",10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,1,1
"3914",6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,0,1
"3915",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,1
"3916",7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,0,1
"3917",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,0,1
"3918",6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,0,0
"3919",6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,0,0
"3920",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,0,0
"3921",5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,0,1
"3922",6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,0,1
"3923",6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,0,0
"3924",5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,0,0
"3925",8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,0,0
"3926",7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,0,1
"3927",6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,0,1
"3928",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,1,0
"3929",6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,0,1
"3930",6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,1,1
"3931",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,1,1
"3932",6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,0,0
"3933",8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,1,0
"3934",6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,0,1
"3935",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,1
"3936",7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,0,0
"3937",5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,0,1
"3938",6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,0,1
"3939",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,0,0
"3940",7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,0,1
"3941",7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,0,0
"3942",8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,1,0
"3943",8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,0,0
"3944",9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,1,0
"3945",7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,0,0
"3946",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0,1
"3947",5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,0,0
"3948",7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,0,1
"3949",6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,0,1
"3950",6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,0,1
"3951",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,0,1
"3952",6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,0,1
"3953",7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,0,0
"3954",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,0,1
"3955",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,1
"3956",8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,0,1
"3957",6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,1,1
"3958",6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,1,0
"3959",9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,0,0
"3960",7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,0,1
"3961",7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,0,1
"3962",6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,0,1
"3963",9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,1,1
"3964",8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,0,1
"3965",8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,1,0
"3966",6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,0,1
"3967",9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,0,1
"3968",11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,1,1
"3969",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,1,0
"3970",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,1,0
"3971",7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,1,1
"3972",8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,0,0
"3973",9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,0,0
"3974",6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,1,0
"3975",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,0,1
"3976",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,1,0
"3977",8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,1,0
"3978",7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,0,0
"3979",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,1,0
"3980",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,0,0
"3981",6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,0,1
"3982",5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,1,1
"3983",5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,0,1
"3984",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,0,1
"3985",11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,1,1
"3986",6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,0,1
"3987",7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,0,1
"3988",8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,0,1
"3989",7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,0,1
"3990",7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,0,1
"3991",7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0,0
"3992",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,0,0
"3993",6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,0,1
"3994",6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,0,0
"3995",9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,0,0
"3996",14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,1,1
"3997",6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,0,0
"3998",8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,1,1
"3999",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1,1
"4000",7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,1,0
"4001",8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,0,1
"4002",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,1,0
"4003",6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,1,0
"4004",6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,0,0
"4005",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,1,1
"4006",6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,0,0
"4007",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,1,0
"4008",6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,0,0
"4009",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1,1
"4010",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,0,1
"4011",6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,0,1
"4012",6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,0,1
"4013",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,0,0
"4014",6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,1,1
"4015",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0,1
"4016",6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,0,1
"4017",6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,0,0
"4018",7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,0,1
"4019",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0,0
"4020",6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,0,1
"4021",5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,0,1
"4022",6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,0,1
"4023",7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,0,0
"4024",6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,1,1
"4025",6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,0,1
"4026",8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,0,1
"4027",6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,0,1
"4028",5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,0,1
"4029",9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,1,1
"4030",6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,0,0
"4031",6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,0,1
"4032",7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,1,1
"4033",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,0,0
"4034",5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,0,1
"4035",5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,0,1
"4036",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,0,1
"4037",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,0,1
"4038",8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,0,1
